100,6,3195
100,6,3172
100,6,3181
100,6,3189
100,6,3168
100,6,3148
100,6,3172
100,6,3165
100,6,3188
100,6,3185
100,6,3189
100,6,3198
100,6,3167
100,6,3163
100,6,3198
120,6,3794
120,6,3731
120,6,3760
