I_10_2_S_1-124_1;288
I_10_2_S_1-124_10;321
I_10_2_S_1-124_2;253
I_10_2_S_1-124_3;233
I_10_2_S_1-124_4;225
I_10_2_S_1-124_5;277
I_10_2_S_1-124_6;284
I_10_2_S_1-124_7;276
I_10_2_S_1-124_8;325
I_10_2_S_1-124_9;255
I_10_2_S_1-49_1;213
I_10_2_S_1-49_10;205
I_10_2_S_1-49_2;192
I_10_2_S_1-49_3;253
I_10_2_S_1-49_4;194
I_10_2_S_1-49_5;148
I_10_2_S_1-49_6;274
I_10_2_S_1-49_7;210
I_10_2_S_1-49_8;167
I_10_2_S_1-49_9;211
I_10_2_S_1-9_1;169
I_10_2_S_1-9_10;158
I_10_2_S_1-9_2;202
I_10_2_S_1-9_3;233
I_10_2_S_1-9_4;185
I_10_2_S_1-9_5;219
I_10_2_S_1-9_6;139
I_10_2_S_1-9_7;213
I_10_2_S_1-9_8;215
I_10_2_S_1-9_9;266
I_10_2_S_1-99_1;220
I_10_2_S_1-99_10;317
I_10_2_S_1-99_2;185
I_10_2_S_1-99_3;242
I_10_2_S_1-99_4;228
I_10_2_S_1-99_5;198
I_10_2_S_1-99_6;293
I_10_2_S_1-99_7;267
I_10_2_S_1-99_8;242
I_10_2_S_1-99_9;246
I_10_3_S_1-124_1;136
I_10_3_S_1-124_10;181
I_10_3_S_1-124_2;141
I_10_3_S_1-124_3;126
I_10_3_S_1-124_4;169
I_10_3_S_1-124_5;136
I_10_3_S_1-124_6;147
I_10_3_S_1-124_7;182
I_10_3_S_1-124_8;152
I_10_3_S_1-124_9;135
I_10_3_S_1-49_1;88
I_10_3_S_1-49_10;102
I_10_3_S_1-49_2;135
I_10_3_S_1-49_3;146
I_10_3_S_1-49_4;128
I_10_3_S_1-49_5;130
I_10_3_S_1-49_6;86
I_10_3_S_1-49_7;117
I_10_3_S_1-49_8;142
I_10_3_S_1-49_9;139
I_10_3_S_1-9_1;79
I_10_3_S_1-9_10;126
I_10_3_S_1-9_2;126
I_10_3_S_1-9_3;89
I_10_3_S_1-9_4;64
I_10_3_S_1-9_5;95
I_10_3_S_1-9_6;134
I_10_3_S_1-9_7;115
I_10_3_S_1-9_8;89
I_10_3_S_1-9_9;81
I_10_3_S_1-99_1;174
I_10_3_S_1-99_10;134
I_10_3_S_1-99_2;110
I_10_3_S_1-99_3;175
I_10_3_S_1-99_4;181
I_10_3_S_1-99_5;153
I_10_3_S_1-99_6;138
I_10_3_S_1-99_7;135
I_10_3_S_1-99_8;143
I_10_3_S_1-99_9;144
I_10_4_S_1-124_1;111
I_10_4_S_1-124_10;141
I_10_4_S_1-124_2;85
I_10_4_S_1-124_3;119
I_10_4_S_1-124_4;91
I_10_4_S_1-124_5;142
I_10_4_S_1-124_6;112
I_10_4_S_1-124_7;117
I_10_4_S_1-124_8;110
I_10_4_S_1-124_9;110
I_10_4_S_1-49_1;90
I_10_4_S_1-49_10;84
I_10_4_S_1-49_2;106
I_10_4_S_1-49_3;72
I_10_4_S_1-49_4;79
I_10_4_S_1-49_5;86
I_10_4_S_1-49_6;95
I_10_4_S_1-49_7;126
I_10_4_S_1-49_8;83
I_10_4_S_1-49_9;66
I_10_4_S_1-9_1;67
I_10_4_S_1-9_10;91
I_10_4_S_1-9_2;80
I_10_4_S_1-9_3;86
I_10_4_S_1-9_4;89
I_10_4_S_1-9_5;57
I_10_4_S_1-9_6;79
I_10_4_S_1-9_7;98
I_10_4_S_1-9_8;79
I_10_4_S_1-9_9;72
I_10_4_S_1-99_1;119
I_10_4_S_1-99_10;114
I_10_4_S_1-99_2;90
I_10_4_S_1-99_3;105
I_10_4_S_1-99_4;101
I_10_4_S_1-99_5;119
I_10_4_S_1-99_6;122
I_10_4_S_1-99_7;111
I_10_4_S_1-99_8;101
I_10_4_S_1-99_9;110
I_10_5_S_1-124_1;91
I_10_5_S_1-124_10;73
I_10_5_S_1-124_2;72
I_10_5_S_1-124_3;80
I_10_5_S_1-124_4;80
I_10_5_S_1-124_5;96
I_10_5_S_1-124_6;85
I_10_5_S_1-124_7;64
I_10_5_S_1-124_8;93
I_10_5_S_1-124_9;81
I_10_5_S_1-49_1;66
I_10_5_S_1-49_10;79
I_10_5_S_1-49_2;63
I_10_5_S_1-49_3;71
I_10_5_S_1-49_4;66
I_10_5_S_1-49_5;56
I_10_5_S_1-49_6;59
I_10_5_S_1-49_7;82
I_10_5_S_1-49_8;62
I_10_5_S_1-49_9;76
I_10_5_S_1-9_1;91
I_10_5_S_1-9_10;30
I_10_5_S_1-9_2;61
I_10_5_S_1-9_3;45
I_10_5_S_1-9_4;78
I_10_5_S_1-9_5;72
I_10_5_S_1-9_6;48
I_10_5_S_1-9_7;54
I_10_5_S_1-9_8;38
I_10_5_S_1-9_9;59
I_10_5_S_1-99_1;68
I_10_5_S_1-99_10;77
I_10_5_S_1-99_2;78
I_10_5_S_1-99_3;69
I_10_5_S_1-99_4;83
I_10_5_S_1-99_5;70
I_10_5_S_1-99_6;97
I_10_5_S_1-99_7;67
I_10_5_S_1-99_8;100
I_10_5_S_1-99_9;75
I_12_2_S_1-124_1;202
I_12_2_S_1-124_10;275
I_12_2_S_1-124_2;313
I_12_2_S_1-124_3;301
I_12_2_S_1-124_4;328
I_12_2_S_1-124_5;198
I_12_2_S_1-124_6;347
I_12_2_S_1-124_7;259
I_12_2_S_1-124_8;301
I_12_2_S_1-124_9;293
I_12_2_S_1-49_1;260
I_12_2_S_1-49_10;234
I_12_2_S_1-49_2;226
I_12_2_S_1-49_3;231
I_12_2_S_1-49_4;218
I_12_2_S_1-49_5;290
I_12_2_S_1-49_6;170
I_12_2_S_1-49_7;280
I_12_2_S_1-49_8;290
I_12_2_S_1-49_9;281
I_12_2_S_1-9_1;264
I_12_2_S_1-9_10;233
I_12_2_S_1-9_2;197
I_12_2_S_1-9_3;212
I_12_2_S_1-9_4;254
I_12_2_S_1-9_5;275
I_12_2_S_1-9_6;177
I_12_2_S_1-9_7;223
I_12_2_S_1-9_8;210
I_12_2_S_1-9_9;289
I_12_2_S_1-99_1;276
I_12_2_S_1-99_10;300
I_12_2_S_1-99_2;307
I_12_2_S_1-99_3;321
I_12_2_S_1-99_4;323
I_12_2_S_1-99_5;241
I_12_2_S_1-99_6;229
I_12_2_S_1-99_7;328
I_12_2_S_1-99_8;368
I_12_2_S_1-99_9;281
I_12_3_S_1-124_1;239
I_12_3_S_1-124_10;191
I_12_3_S_1-124_2;198
I_12_3_S_1-124_3;184
I_12_3_S_1-124_4;173
I_12_3_S_1-124_5;227
I_12_3_S_1-124_6;162
I_12_3_S_1-124_7;168
I_12_3_S_1-124_8;184
I_12_3_S_1-124_9;134
I_12_3_S_1-49_1;139
I_12_3_S_1-49_10;126
I_12_3_S_1-49_2;152
I_12_3_S_1-49_3;136
I_12_3_S_1-49_4;157
I_12_3_S_1-49_5;161
I_12_3_S_1-49_6;129
I_12_3_S_1-49_7;132
I_12_3_S_1-49_8;154
I_12_3_S_1-49_9;156
I_12_3_S_1-9_1;140
I_12_3_S_1-9_10;95
I_12_3_S_1-9_2;112
I_12_3_S_1-9_3;122
I_12_3_S_1-9_4;115
I_12_3_S_1-9_5;85
I_12_3_S_1-9_6;135
I_12_3_S_1-9_7;139
I_12_3_S_1-9_8;125
I_12_3_S_1-9_9;99
I_12_3_S_1-99_1;157
I_12_3_S_1-99_10;189
I_12_3_S_1-99_2;184
I_12_3_S_1-99_3;172
I_12_3_S_1-99_4;135
I_12_3_S_1-99_5;171
I_12_3_S_1-99_6;205
I_12_3_S_1-99_7;194
I_12_3_S_1-99_8;212
I_12_3_S_1-99_9;177
I_12_4_S_1-124_1;111
I_12_4_S_1-124_10;110
I_12_4_S_1-124_2;114
I_12_4_S_1-124_3;103
I_12_4_S_1-124_4;123
I_12_4_S_1-124_5;127
I_12_4_S_1-124_6;103
I_12_4_S_1-124_7;148
I_12_4_S_1-124_8;107
I_12_4_S_1-124_9;121
I_12_4_S_1-49_1;110
I_12_4_S_1-49_10;124
I_12_4_S_1-49_2;101
I_12_4_S_1-49_3;70
I_12_4_S_1-49_4;115
I_12_4_S_1-49_5;90
I_12_4_S_1-49_6;101
I_12_4_S_1-49_7;94
I_12_4_S_1-49_8;131
I_12_4_S_1-49_9;138
I_12_4_S_1-9_1;79
I_12_4_S_1-9_10;102
I_12_4_S_1-9_2;93
I_12_4_S_1-9_3;109
I_12_4_S_1-9_4;77
I_12_4_S_1-9_5;79
I_12_4_S_1-9_6;88
I_12_4_S_1-9_7;76
I_12_4_S_1-9_8;94
I_12_4_S_1-9_9;73
I_12_4_S_1-99_1;120
I_12_4_S_1-99_10;93
I_12_4_S_1-99_2;129
I_12_4_S_1-99_3;138
I_12_4_S_1-99_4;125
I_12_4_S_1-99_5;152
I_12_4_S_1-99_6;86
I_12_4_S_1-99_7;138
I_12_4_S_1-99_8;107
I_12_4_S_1-99_9;130
I_12_5_S_1-124_1;91
I_12_5_S_1-124_10;68
I_12_5_S_1-124_2;78
